dfa_id,auc_roc,auc_pr,fpr_out,ece_in,ece_out,n_prefixes,sigma_ref_size
257,0.7133043781237985,0.6901209915402319,0.0,1.0,0.0,136,6
260,0.6784524839347504,0.6173711651087722,0.0,1.0,0.0,136,5
261,0.7171745842945021,0.6967983964909806,0.0,1.0,0.0,136,6
262,0.7615855165595651,0.6708527533452963,0.0,1.0,0.0,136,5
263,0.7807583396410035,0.6648956409792655,0.0,1.0,0.0,136,4
264,0.7922946177551903,0.6486425490035441,0.0,1.0,0.0,136,4
265,0.6430684712610535,0.6477189323438184,0.0,1.0,0.0,136,6
266,0.7411347198193003,0.7223124023542108,0.0,1.0,0.0,136,6
267,0.8144703960015378,0.670463787016097,0.0,1.0,0.0,136,3
268,0.615691399491782,0.5385262716043735,0.0,1.0,0.0,136,4
269,0.8148688805587594,0.6552765907172157,0.0,1.0,0.0,136,3
270,0.8253929903762975,0.6829561251908081,0.0,1.0,0.0,136,4
271,0.8564694668717161,0.703025042992698,0.0,1.0,0.0,136,3
273,0.8492545685553635,0.7154222430966699,0.0,1.0,0.0,136,4
275,0.8790629405356913,0.7148198958187837,0.0,1.0,0.0,136,3
276,0.7850852887110726,0.651250000743038,0.0,1.0,0.0,136,4
277,0.7656234552644587,0.6713248893745902,0.0,1.0,0.0,136,5
278,0.7913618388531882,0.7080920035510688,0.0,1.0,0.0,136,5
279,0.8869505318467256,0.7115800352021102,0.0,1.0,0.0,136,3
280,0.7896085640138408,0.6961482017194582,0.0,1.0,0.0,136,5
281,0.9082644495706779,0.7441746226995747,0.0,1.0,0.0,136,3
282,0.8168691879325259,0.668056566532904,0.0,1.0,0.0,136,4
283,0.8080465274345032,0.7029316825271315,0.0,1.0,0.0,136,5
286,0.788768517517301,0.6577342064656566,0.0,1.0,0.0,136,4
287,0.8718001089324618,0.715949798234771,0.0,1.0,0.0,136,3
288,0.6389699875048058,0.6565069011675797,0.0,1.0,0.0,136,6
290,0.922447696398821,0.7738196085194744,0.0,1.0,0.0,136,3
291,0.7085601090926567,0.6900510936088082,0.0,1.0,0.0,136,6
293,0.7378800049431538,0.7627871045224555,0.0,1.0,0.0,136,7
295,0.8877735326156607,0.7041484710610352,0.0,1.0,0.0,136,3
296,0.7998331685615423,0.7098177802102312,0.0,1.0,0.0,136,5
297,0.8246462072880624,0.674690643048613,0.0,1.0,0.0,136,4
298,0.8712834807125466,0.7054139052465822,0.0,1.0,0.0,136,3
300,0.7670677829955511,0.6926482801678281,0.0,1.0,0.0,136,5
302,0.7315128946799309,0.6287589919579635,0.0,1.0,0.0,136,4
303,0.816522491349481,0.7155420598075644,0.0,1.0,0.0,136,5
304,0.7491720217498764,0.6726379765671834,0.0,1.0,0.0,136,5
305,0.7609833557606048,0.6070983226081185,0.0,1.0,0.0,136,3
306,0.6462643574586696,0.6515224249033302,0.0,1.0,0.0,136,6
307,0.7005478662053056,0.6867219059557075,0.0,1.0,0.0,136,6
308,0.7107714409293129,0.6383124496325443,0.0,1.0,0.0,136,5
309,0.6797639644092932,0.728030496393473,0.0,1.0,0.0,136,7
310,0.8224666337123084,0.7141253821172946,0.0,1.0,0.0,136,5
311,0.7648461153762977,0.6358349916610319,0.0,1.0,0.0,136,4
313,0.6958005935217224,0.6868961957781003,0.0,1.0,0.0,136,6
314,0.7520174246169055,0.6658413893229451,0.0,1.0,0.0,136,5
315,0.8112673010380622,0.7233303113154961,0.0,1.0,0.0,136,5
318,0.7630855995891004,0.6371838797818082,0.0,1.0,0.0,136,4
319,0.7916187959558825,0.6702194145245122,0.0,1.0,0.0,136,4
320,0.7968981710331191,0.6982235841310594,0.0,1.0,0.0,136,5
322,0.7487549431537321,0.6683260685730811,0.0,1.0,0.0,136,5
323,0.878617336180796,0.744257513582241,0.0,1.0,0.0,136,4
326,0.7596314260998517,0.671988798093085,0.0,1.0,0.0,136,5
328,0.875250304370114,0.7117816662235172,0.0,1.0,0.0,136,3
329,0.7527353261566064,0.5995708035694843,0.0,1.0,0.0,136,3
330,0.830481865948994,0.6791761869957741,0.0,1.0,0.0,136,3
331,0.8472608942474049,0.7129681087231724,0.0,1.0,0.0,136,4
332,0.7627189662629759,0.6444228947590804,0.0,1.0,0.0,136,4
333,0.7742152743450321,0.6889618606327537,0.0,1.0,0.0,136,5
336,0.770589036268102,0.6160769210117927,0.0,1.0,0.0,136,3
337,0.6862611220958972,0.7391127963826538,0.0,1.0,0.0,136,7
338,0.6997879421376394,0.6949660235309245,0.0,1.0,0.0,136,6
339,0.785313378568339,0.6630698483613906,0.0,1.0,0.0,136,4
340,0.896365981032936,0.744308888869382,0.0,1.0,0.0,136,3
341,0.6823012408088235,0.5821434402618855,0.0,1.0,0.0,136,4
342,0.7722784656141869,0.6382101012232696,0.0,1.0,0.0,136,4
343,0.7776478698096886,0.6600984151152545,0.0,1.0,0.0,136,4
344,0.8897819748814559,0.7302298947778504,0.0,1.0,0.0,136,3
345,0.9168849320774062,0.7527187941588893,0.0,1.0,0.0,136,3
346,0.835149541842881,0.6395413950113727,0.0,1.0,0.0,136,3
347,0.7713323150951557,0.6247882338349202,0.0,1.0,0.0,136,4
348,0.8161316732575383,0.719677974919274,0.0,1.0,0.0,136,5
349,0.6651414977755807,0.610911125147364,0.0,1.0,0.0,136,5
350,0.8563693451236705,0.6663742522122673,0.0,1.0,0.0,136,3
351,0.8221144340088975,0.7172924457119463,0.0,1.0,0.0,136,5
352,0.6099759021255561,0.6958721853717842,0.0,1.0,0.0,136,7
353,0.7279697111687813,0.7072318731922008,0.0,1.0,0.0,136,6
355,0.8502979623221838,0.6834111227805377,0.0,1.0,0.0,136,3
356,0.831987321583045,0.6703341508282815,0.0,1.0,0.0,136,4
358,0.8974913494809689,0.7512454739488921,0.0,1.0,0.0,136,3
359,0.6677885308535179,0.6612676085041651,0.0,1.0,0.0,136,6
360,0.8436498782519543,0.6932326185873241,0.0,1.0,0.0,136,3
361,0.8630717452422145,0.7152640808818247,0.0,1.0,0.0,136,4
362,0.6414555099000384,0.6460541212179169,0.0,1.0,0.0,136,6
363,0.6421688773548635,0.6522547244581035,0.0,1.0,0.0,136,6
364,0.7269358915441178,0.6132276765097302,0.0,1.0,0.0,136,4
365,0.8290921760861207,0.6556872751387235,0.0,1.0,0.0,136,3
366,0.8516616205305652,0.6721994663589688,0.0,1.0,0.0,136,3
367,0.7271827113198222,0.6520974064398264,0.0,1.0,0.0,136,5
372,0.7683823529411764,0.7280272912009963,0.0,1.0,0.0,136,6
373,0.7474236171184161,0.7201668143063289,0.0,1.0,0.0,136,6
374,0.882777457388184,0.7156544995260222,0.0,1.0,0.0,136,3
375,0.7401399530400397,0.6581723941530533,0.0,1.0,0.0,136,5
376,0.7776934877811419,0.6473392902611438,0.0,1.0,0.0,136,4
377,0.7162413494809688,0.646147688155627,0.0,1.0,0.0,136,5
378,0.828219615051903,0.6949001716134395,0.0,1.0,0.0,136,4
379,0.7410389891250617,0.6822104965672384,0.0,1.0,0.0,136,5
380,0.6406685529603997,0.6415494839047344,0.0,1.0,0.0,136,6
381,0.8885875224272717,0.7265362894382109,0.0,1.0,0.0,136,3
382,0.8096936499783737,0.6714466002577174,0.0,1.0,0.0,136,4
383,0.8547193387158786,0.6811666467153347,0.0,1.0,0.0,136,3
384,0.6657362209589719,0.6251631962721358,0.0,1.0,0.0,136,5
385,0.874731360834775,0.718648112398909,0.0,1.0,0.0,136,4
386,0.7459666955017301,0.6759910133336358,0.0,1.0,0.0,136,5
387,0.7682894274437717,0.6408783846933716,0.0,1.0,0.0,136,4
388,0.8809892829680892,0.7185914324866222,0.0,1.0,0.0,136,3
389,0.6805610479485912,0.7363473765255052,0.0,1.0,0.0,136,7
391,0.633977917147251,0.6552944273329226,0.0,1.0,0.0,136,6
392,0.7946737518536826,0.7097557560850323,0.0,1.0,0.0,136,5
393,0.7795415224913496,0.6726993753840813,0.0,1.0,0.0,136,5
394,0.7677605968858132,0.6479374710363641,0.0,1.0,0.0,136,4
395,0.6495948448313148,0.7729589305745628,0.0,1.0,0.0,136,8
397,0.7879421376393694,0.7438306392865692,0.0,1.0,0.0,136,6
398,0.7791264177239523,0.725353040727198,0.0,1.0,0.0,136,6
399,0.8366263376265539,0.6787424131426641,0.0,1.0,0.0,136,3
400,0.9408682958477508,0.8115916623308288,0.0,1.0,0.0,136,2
401,0.8068663494809689,0.7291900513753179,0.0,1.0,0.0,136,5
402,0.8244365148019993,0.6577104543763761,0.0,1.0,0.0,136,3
403,0.8200431724977573,0.6526140615988807,0.0,1.0,0.0,136,3
404,0.7626393694732795,0.7201025626786101,0.0,1.0,0.0,136,6
406,0.7462484381007306,0.7147154828621447,0.0,1.0,0.0,136,6
407,0.9137591311034219,0.7600350536981483,0.0,1.0,0.0,136,3
408,0.768031697973307,0.6841659613873318,0.0,1.0,0.0,136,5
409,0.664542140385566,0.6156829967227282,0.0,1.0,0.0,136,5
412,0.7326989619377163,0.6194780395102258,0.0,1.0,0.0,136,4
415,0.7827545724172023,0.6937313009652009,0.0,1.0,0.0,136,5
416,0.7475840336134453,0.6627955186796243,0.0,1.0,0.0,136,5
419,0.9556579801038062,0.8312718431243459,0.0,1.0,0.0,136,2
420,0.7510303386060306,0.6677047643270888,0.0,1.0,0.0,136,5
421,0.5944652125556105,0.6823194722291686,0.0,1.0,0.0,136,7
422,0.63018413247652,0.7037603560709736,0.0,1.0,0.0,136,7
424,0.8913378668460848,0.7297293677690521,0.0,1.0,0.0,136,3
427,0.8017763975994808,0.6711696161621442,0.0,1.0,0.0,136,4
428,0.6947431201340831,0.5901907815862922,0.0,1.0,0.0,136,4
429,0.6956963667820069,0.6196899073557279,0.0,1.0,0.0,136,5
430,0.8420939862873255,0.65809459139062,0.0,1.0,0.0,136,3
431,0.8246512759515571,0.6881183504301639,0.0,1.0,0.0,136,4
432,0.6186773974295601,0.7129690610365356,0.0,1.0,0.0,136,7
434,0.8972750865051905,0.7658889596321562,0.0,1.0,0.0,136,3
437,0.7608689040873702,0.6315349310597533,0.0,1.0,0.0,136,4
438,0.8052258403361344,0.7143075914817806,0.0,1.0,0.0,136,5
440,0.8310105087786749,0.6770162692695469,0.0,1.0,0.0,136,3
441,0.8740508458285274,0.7123304988776972,0.0,1.0,0.0,136,3
443,0.8558387624351211,0.6958338972197434,0.0,1.0,0.0,136,4
444,0.8511401113754327,0.7104633187985381,0.0,1.0,0.0,136,4
445,0.8794714372677176,0.7201182003257843,0.0,1.0,0.0,136,3
447,0.8188657407407407,0.6417630702302102,0.0,1.0,0.0,136,3
448,0.7992876838235294,0.6869119423667283,0.0,1.0,0.0,136,4
449,0.9162661796744842,0.7693998828712952,0.0,1.0,0.0,136,3
450,0.8903746956298859,0.693492582268063,0.0,1.0,0.0,136,3
451,0.8256980488273741,0.6756770760820646,0.0,1.0,0.0,136,3
452,0.7101197556228374,0.6047202056011283,0.0,1.0,0.0,136,4
454,0.7985375216262977,0.6783227963695762,0.0,1.0,0.0,136,4
455,0.7539313519525457,0.6631387666923232,0.0,1.0,0.0,136,5
456,0.8968325483788285,0.7448448952499104,0.0,1.0,0.0,136,3
457,0.7791564542483661,0.7373455122549122,0.0,1.0,0.0,136,6
458,0.6785853311912999,0.7393526436309428,0.0,1.0,0.0,136,7
459,0.8828475426118161,0.7110009732484983,0.0,1.0,0.0,136,3
461,0.7418751201460977,0.7255585078553117,0.0,1.0,0.0,136,6
462,0.8371810121107266,0.7005980948526399,0.0,1.0,0.0,136,4
464,0.6448370593641868,0.5701019107457667,0.0,1.0,0.0,136,4
465,0.7939719699154172,0.7459929805308096,0.0,1.0,0.0,136,6
468,0.787035034602076,0.645538944095102,0.0,1.0,0.0,136,4
469,0.9170551390490838,0.7921072143763052,0.0,1.0,0.0,136,3
470,0.8035132596237026,0.6684889892408741,0.0,1.0,0.0,136,4
471,0.8640266564141996,0.6837107666235825,0.0,1.0,0.0,136,3
472,0.7927203854887542,0.6494604522340622,0.0,1.0,0.0,136,4
473,0.6581107626874279,0.6776826903267167,0.0,1.0,0.0,136,6
475,0.8799740484429066,0.7236402876082692,0.0,1.0,0.0,136,3
476,0.8813417115212099,0.7118581696048534,0.0,1.0,0.0,136,3
477,0.8373141740356274,0.6808976829380458,0.0,1.0,0.0,136,3
478,0.7583554745427583,0.6874172041119277,0.0,1.0,0.0,136,5
479,0.7059178335856402,0.5987416321442761,0.0,1.0,0.0,136,4
480,0.8802724112520827,0.7065011717299888,0.0,1.0,0.0,136,3
483,0.8143675852694018,0.7117537114261305,0.0,1.0,0.0,136,5
484,0.7371756055363321,0.6651557117889384,0.0,1.0,0.0,136,5
485,0.7689199209095403,0.6951305777602126,0.0,1.0,0.0,136,5
486,0.7503548064446366,0.6076715431007348,0.0,1.0,0.0,136,4
487,0.7992078367294629,0.6222137870115627,0.0,1.0,0.0,136,3
490,0.7972230482266435,0.6713386880513095,0.0,1.0,0.0,136,4
491,0.9364916738754325,0.7982203249788513,0.0,1.0,0.0,136,2
492,0.7853898912506179,0.6768926600817767,0.0,1.0,0.0,136,5
493,0.7892409169550173,0.7059203999843333,0.0,1.0,0.0,136,5
494,0.9125216262975778,0.7587980974555841,0.0,1.0,0.0,136,3
495,0.8251429363105536,0.6718458701743522,0.0,1.0,0.0,136,4
496,0.9189073913879278,0.7723213738930802,0.0,1.0,0.0,136,3
497,0.8552700083301293,0.6881449988210927,0.0,1.0,0.0,136,3
499,0.7007596237024222,0.8010723226056762,0.0,1.0,0.0,136,8
500,0.8000408496732025,0.6336015740406352,0.0,1.0,0.0,136,3
